sim time,cam x,gazebo x,raw image received
0.194,,-7.725682590206306e-05,
0.194,,-7.904921263624673e-05,
0.194,,-8.086826034772134e-05,
0.194,,-8.271889336850803e-05,
0.194,,-8.460134899589768e-05,
0.194,,-8.651620213530876e-05,
0.194,,-8.846411475987009e-05,
0.194,,-9.0445601767506e-05,
0.194,,-9.246124907142796e-05,
0.194,,-9.451183549644199e-05,
0.194,,-9.659794189016643e-05,
0.194,,-9.872016739485997e-05,
0.194,,-0.00010087912819796138,
0.194,,-0.00010307545668776894,
0.194,,-0.0001053098007887479,
0.194,,-0.00010758282344700976,
0.194,,-0.00010989520224130327,
0.194,,-0.00011224762909892052,
0.194,,-0.00011464081009938526,
0.23,,-0.0001170754653516923,
0.23,,-0.00011955232893327817,
0.23,,-0.00012207550198665472,
0.23,,-0.0001246180564781608,
0.23,,-0.00012726677497668792,
0.231,,-0.00012995728870151632,
0.237,,-0.0001326885648958126,
0.237,,-0.00013547232180435655,
0.237,,-0.00013830977223330818,
0.237,,-0.00014120212909682497,
0.237,,-0.00014415051757167352,
0.242,,-0.00014712239489784263,
0.242,,-0.00015017333213634154,
0.242,,-0.00015327733988073315,
0.242,,-0.0001564341935460384,
0.242,,-0.00015964509987397086,
0.242,,-0.00016290556789421942,
0.242,,-0.00016621633467963894,
0.242,,-0.00016957571662085927,
0.242,,-0.00017298290945980997,
0.245,,-0.00017643741990066845,
0.245,,-0.0001799390033768203,
0.245,,-0.00018348732089777032,
0.245,,-0.00018708258724061113,
0.249,,-0.000190695264347287,
0.249,,-0.000194448691234377,
0.249,,-0.00019816420965588182,
0.249,,-0.00020201197692474435,
0.253,,-0.00020592531932234792,
0.253,,-0.0002099036552302565,
0.253,,-0.00021394528690578957,
0.256,,-0.00021804983330079702,
0.256,,-0.0002222160290238366,
0.256,,-0.00022644333281565711,
0.256,,-0.00023073150599366764,
0.263,,-0.0002350805936872323,
0.263,,-0.00023949006522629062,
0.263,,-0.00024396044714685209,
0.264,,-0.0002484586268041712,
0.265,,-0.00025312721980518823,
0.265,,,1
0.266,,-0.0002577825328473275,
0.267,,-0.0002625766962133303,
0.268,,-0.0002674230814487865,
0.269,,-0.0002723084629224557,
0.269,,-0.0002772200143369443,
0.269,,-0.00028215147676007794,
0.269,,-0.00028710505580609305,
0.269,,-0.00029208186595386864,
0.269,,-0.00029708305522675905,
0.269,,-0.00030211043746306693,
0.275,,-0.00030716532230012645,
0.275,,-0.000312249163404091,
0.275,,-0.0003173634383024691,
0.275,,-0.0003225096461253673,
0.284,,-0.00032768930588366766,
0.284,,-0.00033290395514705797,
0.284,,-0.0003381551490447702,
0.284,,-0.00034344445953093895,
0.284,,-0.00034877347485172714,
0.284,,-0.00035410027488983414,
0.287,,-0.00035942833419257126,
0.287,,-0.0003647105508026734,
0.288,,-0.00037012152810728913,
0.293,,-0.0003754434478006135,
0.293,,-0.00038079586385354844,
0.293,,-0.00038616149083833525,
0.293,,-0.0003915409220277859,
0.293,,-0.00039693734733172196,
0.297,,-0.0004023488964923334,
0.297,,-0.00040777704808999836,
0.297,,-0.00041322331126981195,
0.297,,-0.0004186892473376572,
0.303,,-0.00042417645567595016,
0.303,,-0.00042968656409196637,
0.303,,-0.00043522095600905214,
0.303,,-0.00044078171263055874,
0.303,,-0.00044637026671309207,
0.303,,-0.0004519882801827232,
0.309,,-0.00045763743049278085,
0.309,,-0.0004633194100278833,
0.309,,-0.00046903592566047007,
0.309,,-0.00047478869852135265,
0.309,,-0.00048057946389676244,
0.309,,-0.0004864099712318526,
0.309,,-0.0004922819842239848,
0.31,,-0.0004981972809918532,
0.311,,-0.0005041576543087534,
0.311,,-0.0005101649118902595,
0.318,,-0.0005161538962377994,
0.318,,-0.0005220960125005828,
0.318,,-0.0005280599772605988,
0.318,,-0.0005340984711155573,
0.318,,-0.0005401992451695773,
0.318,,-0.0005463643773127781,
0.319,,,1
0.32,,-0.0005525956262190976,
0.323,,-0.0005588948377431781,
0.323,,-0.0005652639073903912,
0.323,,-0.0005717047670608127,
0.324,,-0.0005782193776163102,
0.324,,-0.0005847216168685671,
0.326,,-0.000591320681614867,
0.327,,-0.0005979711140625573,
0.328,,-0.0006046969395283885,
0.329,,-0.0006115002702103564,
0.33,,-0.0006183832591244911,
0.33,0.0,,
0.33,,,1
0.33,,,1
0.33,,,1
0.332,,-0.0006253480676412597,
0.332,,-0.0006210588892243033,
0.333,,-0.0006136155342710439,
0.334,,-0.0006061817458989248,
0.334,0.0,,
0.334,,-0.0005987626246518146,
0.337,,-0.0005983554486850421,
0.337,,-0.0006053370954633139,
0.338,,-0.0006126498309615724,
0.338,,-0.0006199423713020018,
0.338,,-0.0006272774927042759,
0.341,,-0.0006346562428824595,
0.345,,-0.0006420860222910377,
0.346,,-0.0006495606321636219,
0.346,,-0.000657081305153825,
0.346,,-0.0006646554876696461,
0.346,,-0.0006722858123458757,
0.346,,,1
0.347,,-0.000679971527192072,
0.348,,-0.0006877149843146853,
0.348,0.0,,
0.352,,-0.0006955202416543267,
0.352,,-0.0007103877056711578,
0.352,,-0.0007326681611441268,
0.352,,-0.0007552907637032131,
0.352,,-0.0007779127488338823,
0.358,,-0.0008005976845743342,
0.358,,-0.0008233294703241043,
0.358,,-0.0008461084124697534,
0.358,,-0.0008689323827389787,
0.358,,-0.0008917991607628045,
0.36,,-0.0009147059425041881,
0.36,,-0.0009378592457810412,
0.362,,-0.0009610162283589477,
0.362,,-0.0009843926071247512,
0.364,,-0.001007772107067639,
0.364,,-0.001031369926388441,
0.366,,-0.0010549656745566635,
0.366,,-0.0010787755065366114,
0.366,,,1
0.37,,-0.0011025793817313837,
0.37,,-0.0011265933159374452,
0.37,,-0.0011505972054033664,
0.37,,-0.0011748073193011011,
0.371,,-0.0011990035710629787,
0.372,,-0.0012234021565408141,
0.372,0.0,,
0.378,,-0.0012477831292107642,
0.378,,-0.0012653581861321057,
0.378,,-0.0012755696365900789,
0.378,,-0.0012857282371496561,
0.378,,-0.00129592895324645,
0.378,,-0.0013063338765382873,
0.383,,-0.0013167392131348654,
0.383,,-0.0013273612489407885,
0.383,,-0.0013379876599872785,
0.383,,-0.0013488413374076861,
0.383,,-0.0013597063337255839,
0.383,,-0.001370801506894256,
0.383,,-0.0013819143925432988,
0.383,,-0.0013931345017733287,
0.39,,-0.0014043863126876608,
0.39,,-0.001415683146481855,
0.39,,-0.001427042715774004,
0.39,,-0.001438465858189592,
0.393,,-0.0014499564754316921,
0.393,,-0.0014615178806418332,
0.393,,-0.001473153564908505,
0.393,,-0.0014848671288574633,
0.398,,-0.0014966622786742342,
0.398,,-0.0015085425515223298,
0.398,,-0.001520511401172711,
0.398,,-0.0015325725273950678,
0.398,,-0.0015447297685356228,
0.398,,-0.0015569867755164128,
0.398,,-0.0015693471318778947,
0.398,,-0.0015818146544913912,
0.398,,-0.0015943932636444502,
0.398,,-0.0016070867451603717,
0.398,,,1
0.398,,-0.0016198988591446717,
0.398,,-0.0016328335527608406,
0.407,,-0.0016458948390603346,
0.408,,-0.0016590866613753546,
0.409,,-0.001672412968757629,
0.41,,-0.0016858778549367001,
0.41,0.00419549816,,
0.413,,-0.0016994854552030787,
0.413,,-0.0017062332769962722,
0.416,,-0.0017057807591855452,
0.416,,-0.0017052118048442875,
0.416,,-0.0017048708916162737,
0.416,,-0.0017047032746302611,
0.419,,-0.0017047313665516123,
0.419,,-0.0017049603828552414,
0.419,,-0.001705399715509878,
0.422,,-0.0017060598105828222,
0.422,,-0.0017069499867899756,
0.422,,-0.0017080788017700308,
0.426,,-0.0017094557005436376,
0.426,,-0.001711090994020969,
0.426,,-0.001712994055644238,
0.429,,-0.0017151741256105717,
0.429,,-0.0017176410154085846,
0.429,,-0.0017204050203553569,
0.429,,-0.0017234757727603994,
0.429,,-0.0017268630751255355,
0.429,,-0.0017305770443422992,
0.429,,-0.0017346281273124314,
0.436,,-0.0017390263103571686,
0.436,,-0.001743781890222006,
0.436,,-0.0017483539451260794,
0.436,,-0.0017533658201243382,
0.44,,-0.0017582347285205002,
0.44,,-0.0017636133199732539,
0.44,,-0.0017688599656568193,
0.44,,-0.0017745839568503456,
0.44,,-0.001780199894923551,
0.44,,-0.0017863684037221377,
0.44,,-0.00179245123562915,
0.44,,-0.001798485959637169,
0.447,,-0.0018045428756840154,
0.447,,-0.0018105628684065276,
0.447,,-0.0018166378120304317,
0.447,,,1
0.447,,-0.0018226917741162826,
0.448,,-0.0018288152345807553,
0.45,,-0.0018349416607503484,
0.451,,-0.001841168740278664,
0.452,,-0.0018474192225802842,
0.453,,-0.0018537833161261699,
0.453,,-0.0018601945265789926,
0.454,,-0.0018667492106108816,
0.455,,-0.0018733712185082642,
0.456,,-0.001880152408263224,
0.457,0.0,,
0.457,,-0.0018870252797030065,
0.467,,-0.0018870849800928704,
0.467,,-0.0018799059984742452,
0.467,,-0.0018726591754917382,
0.467,,-0.001865622086112381,
0.467,,-0.0018588260975331168,
0.467,,-0.0018521931383836201,
0.467,,-0.0018458348738515584,
0.467,,-0.0018396925560335699,
0.467,,-0.001833860532350684,
0.467,,-0.0018282569359840636,
0.468,,-0.0018229951500038563,
0.468,,-0.00181800962490708,
0.468,,-0.0018133964752664758,
0.471,,,1
0.472,,-0.0018090795981318861,
0.473,,-0.001805170103227764,
0.474,,-0.0018015990293218185,
0.474,,-0.0017984648056082453,
0.476,,-0.0017956947534176683,
0.476,,-0.001793333414907657,
0.478,,-0.0017913810389894682,
0.479,,-0.001789693086208617,
0.48,,-0.0017884464815019212,
0.48,0.0,,
0.481,,-0.0017872391429192291,
0.482,,-0.0017794491710492752,
0.486,,-0.0017641568578632486,
0.486,,-0.0017483041423459029,
0.486,,-0.0017324693090963721,
0.486,,-0.0017166344758507404,
0.486,,-0.001700650339108576,
0.486,,-0.0016846234510386933,
0.486,,-0.0016685644555905598,
0.489,,-0.001652492272576601,
0.489,,-0.0016364249533526113,
0.489,,-0.001620382545184873,
0.489,,-0.0016043855897426038,
0.496,,-0.001588388634300358,
0.496,,-0.0015725955446898446,
0.496,,-0.0015568892229404663,
0.499,,-0.0015412994610690897,
0.499,,-0.0015258983292225495,
0.499,,-0.0015106592896174315,
0.5,,-0.001495604077337658,
0.5,,-0.0014807556852469358,
0.5,,-0.001466137054727651,
0.5,,,1
0.503,,-0.00145177102669399,
0.504,,-0.001437680291240039,
0.505,,-0.0014237831929672584,
0.506,,-0.0014102020430068216,
0.507,,-0.0013971752927166806,
0.508,,-0.0013840981249553356,
0.509,,-0.0013704583307443082,
0.51,,-0.0013569617249389848,
0.511,,-0.001343465119080068,
0.512,,-0.001329895680099767,
0.513,,-0.001316277775869009,
0.514,,-0.0013026123165708592,
0.514,,-0.0012888946029252152,
0.516,,-0.0012751472620691432,
0.517,,-0.0012612287193081028,
0.517,0.0,,
0.52,,-0.0012473073538846685,
0.52,,-0.001233243575688114,
0.52,,-0.0012192425131649029,
0.52,,-0.0012050349176179857,
0.524,,-0.0011909609941979234,
0.524,,-0.0011767981824282031,
0.524,,-0.0011627865972300435,
0.524,,-0.0011487080100162656,
0.524,,-0.0011348431357466264,
0.524,,-0.001120944625132028,
0.527,,,1
0.528,,-0.0011072945708243613,
0.528,,-0.0010936745007697958,
0.53,,-0.001080348716313599,
0.531,,-0.0010670929184041715,
0.532,,-0.0010539205113510113,
0.533,,-0.0010405393469010826,
0.534,,-0.0010270410510991499,
0.535,,-0.0010134979094708208,
0.536,,-0.0009998094810935597,
0.537,,-0.0009864428837254142,
0.537,0.00419549816,,
0.542,,-0.0009727130699139968,
0.542,,-0.0009662201078198469,
0.542,,-0.0009669130910851085,
0.542,,-0.0009680544611369324,
0.542,,-0.0009689535680861444,
0.542,,-0.0009698864752855651,
0.546,,-0.0009707329585304813,
0.546,,-0.0009713580811626175,
0.546,,-0.0009719501013319388,
0.547,,-0.0009720532902874259,
0.547,,-0.0009722122866162074,
0.547,,-0.0009720429280607287,
0.547,,-0.0009719566100477178,
0.547,,-0.000971542373921327,
0.554,,-0.0009712425273827462,
0.554,,-0.000970673972481014,
0.554,,-0.00097026025470375,
0.555,,-0.0009696000957925171,
0.558,,-0.0009691281197006572,
0.558,,-0.000968450827971177,
0.558,,-0.0009680007388247514,
0.559,,-0.0009673772044251137,
0.563,,-0.0009670115756577042,
0.563,,-0.0009665093812482483,
0.563,,-0.0009653609148948162,
0.563,,-0.0009642178988985016,
0.563,,,1
0.563,,-0.0009624017882587741,
0.564,,-0.0009606561136205834,
0.565,0.0,,
0.568,,-0.0009586521411240619,
0.568,,-0.0009567217191993474,
0.568,,-0.0009543138056323453,
0.568,,-0.0009520466028071317,
0.577,,-0.0009494989768144877,
0.577,,-0.0009470998550728247,
0.577,,-0.0009443519749080828,
0.577,,-0.0009418050706401726,
0.577,,-0.0009390056456976154,
0.577,,-0.0009364302345307965,
0.577,,-0.0009335997501222546,
0.577,,-0.0009310327042625666,
0.577,,-0.0009282648398677133,
0.577,,-0.0009256197187865622,
0.577,,-0.0009228312476018337,
0.577,,-0.0009192664038669689,
0.577,,-0.0009157309142689146,
0.582,,-0.0009118741721715844,
0.582,,-0.0009080026258154617,
0.582,,-0.000903683917262463,
0.588,,-0.000899434622995881,
0.588,,-0.0008948597168039448,
0.588,,-0.0008903625956971563,
0.594,,-0.0008855237093143464,
0.594,,-0.0008808092588053663,
0.594,,-0.0008758111325951974,
0.594,,-0.0008709617367703456,
0.594,,-0.0008658492832444544,
0.594,,-0.0008605902498213177,
0.594,,-0.0008551753775341484,
0.598,,-0.0008496315891322029,
0.598,,-0.0008439323279771223,
0.598,,-0.0008382291247173668,
0.599,,-0.0008324106003721085,
0.599,,-0.0008265716450715725,
0.599,,-0.0008206490676355078,
0.605,,-0.0008147592595948566,
0.605,,-0.0008088169791115632,
0.605,,-0.0008021806377645937,
0.605,,-0.0007956270839171425,
0.605,,-0.0007886728259712485,
0.605,,-0.0007818036911962336,
0.605,,-0.0007745403658524299,
0.605,,-0.0007674062793495975,
0.605,,-0.0007599159423937118,
0.61,,,1
0.61,,-0.0007525856165729127,
0.611,,-0.0007449267491784033,
0.613,,-0.0007374561085758307,
0.614,,-0.0007296901255490148,
0.615,,-0.0007221485364139506,
0.616,,-0.0007143417694997696,
0.617,,-0.0007059398367841291,
0.617,0.0,,
0.618,,-0.0006974537706243366,
0.618,,-0.0006817977325212425,
0.618,,-0.0006586285529295702,
0.621,,-0.0006348580425513305,
0.623,,-0.0006111203258017239,
0.623,,-0.0005872050501995469,
0.626,,-0.0005632420161119146,
0.626,,-0.0005391044337211134,
0.626,,-0.000514986174363998,
0.626,,-0.0004907520465984754,
0.626,,-0.00046656370787197623,
0.626,,-0.0004422915589131027,
0.632,,-0.00041810618831973444,
0.632,,-0.0003938761302947849,
0.632,,-0.00036977392737437244,
0.635,,-0.00034566738423386876,
0.635,,-0.00032172291338334284,
0.635,,-0.0002976226838830535,
0.636,,-0.0002735730785025769,
0.636,,-0.00024942584792685054,
0.636,,-0.00022538143698131374,
0.636,,-0.00020137269787349641,
0.642,,-0.00017742547790526207,
0.642,,-0.00015355463478675728,
0.642,,-0.00012978369056017755,
0.645,,-0.00010612919883142746,
0.645,,-8.247470710274292e-05,
0.645,,-5.918670343702838e-05,
0.648,,-3.6071133170465e-05,
0.648,,-1.3137291385310845e-05,
0.648,,9.588163859453179e-06,
0.651,,3.208485909823009e-05,
0.651,,5.4332378528501e-05,
0.651,,7.63103207985703e-05,
0.654,,9.79937961533383e-05,
0.654,,0.00011936609829487594,
0.654,,0.00014076139598251627,
0.657,,0.0001620780494132202,
0.657,,0.00018330531361741498,
0.657,,0.0002045874174206055,
0.657,,0.00022538173662061642,
0.657,,0.0002461925731634371,
0.657,,0.0002668787871387982,
0.663,,0.0002873161917557639,
0.663,,0.00030754486205128624,
0.663,,0.0003275441553919914,
0.666,,0.0003477163736492954,
0.666,,0.00036790810562301003,
0.666,,0.00038812376329213526,
0.666,,0.0004083394209612896,
0.666,,0.00042853175560494147,
0.666,,0.00044867491133353444,
0.666,,,1
0.666,,0.0004687599911533898,
0.671,,0.0004887688221214237,
0.672,,0.0005086821360111987,
0.673,,0.0005284799813205948,
0.676,,0.0005481419983494132,
0.676,,0.0005676475971433378,
0.676,,0.0005869760695412353,
0.676,,0.0006061066570673898,
0.677,0.0,,
0.677,,0.0006252372445934027,
0.677,,0.0006448274114109635,
0.677,,0.0006644154930276982,
0.677,,0.0006840320030650602,
0.677,,0.0007036626006254627,
0.685,,0.0007232908232543654,
0.685,,0.0007428987254863945,
0.685,,0.0007624673756289032,
0.688,,0.0007819771949439875,
0.688,,0.0008014081869592889,
0.688,,0.0008207588321857485,
0.691,,0.0008399100103287049,
0.691,,0.0008592414172506463,
0.691,,0.0008786349094189741,
0.694,,0.0008982131351348114,
0.694,,0.0009179163722472308,
0.694,,0.0009377303784164998,
0.697,,0.0009575443845858764,
0.697,,0.0009775808071743612,
0.697,,0.0009976352719265054,
0.7,,0.001017711190298122,
0.7,,0.0010377951049732913,
0.7,,0.0010578656567291288,
0.702,,0.001077904860299846,
0.702,,0.0010978939909013362,
0.708,,0.0011178137040192117,
0.708,,0.0011376442385071682,
0.708,,0.0011573655563913508,
0.708,,0.0011770868742754684,
0.708,,0.0011964436188610103,
0.708,,0.0012156360418327634,
0.708,,,1
0.709,,0.0012346536711367703,
0.71,,0.001253477086223877,
0.711,,0.0012720795213292228,
0.712,,0.0012904385534560953,
0.713,,0.0013085320775441276,
0.714,,0.0013263381627128387,
0.714,,0.0013445909344579204,
0.716,,0.001362817245758682,
0.716,,0.001381047856485095,
0.718,,0.00139926309278871,
0.719,,0.001418119046136492,
0.72,,0.001437246636010711,
0.72,0.0,,
0.724,,0.001456590145826236,
0.724,,0.0014760504178278802,
0.724,,0.0014958310284759503,
0.724,,0.0015157364924883346,
0.727,,0.001535833517309735,
0.727,,0.0015559946161917621,
0.727,,0.0015763597081863536,
0.73,,0.0015967544242781267,
0.73,,0.0016172827995875052,
0.73,,0.001637800293665473,
0.733,,0.0016584267318199588,
0.733,,0.0016790000387380583,
0.733,,0.001699634953137582,
0.736,,0.0017201781473473292,
0.736,,0.001740744666637885,
0.736,,0.0017617391849726503,
0.739,,0.0017826666484854713,
0.739,,0.0018040022511814193,
0.739,,0.0018251805375162358,
0.742,,0.0018465367077466195,
0.742,,0.001867739401091724,
0.742,,0.0018891906619778831,
0.745,,0.0019104161223748434,
0.745,,0.0019317926428760702,
0.745,,0.0019535049563334,
0.745,,,1
0.745,,0.0019752627044548852,
0.747,,0.0019971124849099023,
0.747,,0.0020189918696598653,
0.749,,0.002041580369572036,
0.749,0.0,,
0.756,,0.002064069622558056,
0.756,,0.002086934705340436,
0.756,,0.0021096942503405257,
0.756,,0.0021328473011157163,
0.759,,0.0021565934207345636,
0.759,,0.0021805181425787724,
0.759,,0.0022045562749809164,
0.759,,0.0022288770135201097,
0.759,,0.0022534966632127003,
0.759,,0.002278265470358726,
0.76,,0.0023031747782518634,
0.761,,0.0023282529759332776,
0.761,,0.0023534972286798923,
0.763,,0.002378838540378082,
0.763,,0.0024042755935389424,
0.763,,0.0024297906560118428,
0.768,,0.0024553790378586014,
0.768,,0.002480997953785661,
0.768,,0.002506645652778344,
0.771,,0.0025322902411944303,
0.771,,0.002557928005732164,
0.771,,0.0025835237597491806,
0.774,,0.0026090745903093755,
0.774,,0.0026345450293952313,
0.774,,0.0026603439535144414,
0.777,,0.002686455904049682,
0.777,,0.002712757554653974,
0.777,,0.0027394698904738336,
0.777,,,1
0.777,,0.0027669057077930295,
0.777,,0.0027947657461407966,
0.777,,0.002823050114286382,
0.777,,0.0028517461740802242,
0.782,,0.0028808398773292223,
0.782,0.0,,
0.782,,0.0029103161797538707,
0.782,,0.0029397924821787814,
0.782,,0.0029702052543425744,
0.785,,0.0030008799991642233,
0.785,,0.0030318255344350883,
0.785,,0.0030630389371517175,
0.791,,0.0030945131004403627,
0.791,,0.0031262379446974067,
0.791,,0.003158201289474764,
0.797,,0.003190389477490186,
0.797,,0.003222787819796022,
0.797,,0.0032553809122006453,
0.797,,0.003288152859217674,
0.797,,0.0033209248062348144,
0.797,,0.0033544957230716064,
0.797,,0.0033882801562884197,
0.797,,0.0034222445404984464,
0.797,,0.003456385627394941,
0.797,,0.0034906962921456433,
0.804,,0.0035251665903271814,
0.804,,0.003559784583893262,
0.804,,0.003594536933019051,
0.808,,0.0036294093185361125,
0.808,,0.003664693253217115,
0.808,,0.0037000742779831107,
0.808,,0.0037360080167107013,
0.808,,0.0037721275497961198,
0.808,,,1
0.81,,0.003808393202171712,
0.811,,0.0038446924054943866,
0.812,,0.0038813613594006822,
0.813,,0.0039180821543502616,
0.814,,0.003954984020556921,
0.815,,0.003991886465617072,
0.816,,0.0040291736988146195,
0.817,,0.004066764477725883,
0.818,,0.004104528285686221,
0.819,,0.004142603022879018,
0.82,,0.004180895824840501,
0.821,,0.004219304403786479,
0.822,,0.004257865835066966,
0.822,0.0,,
0.825,,0.004296613463148441,
0.825,,0.0043354974385269454,
0.825,,0.004374475894316165,
0.828,,0.004413555120786222,
0.828,,0.004452733445837402,
0.828,,0.004491982786106011,
0.831,,0.004531281148679735,
0.831,,0.004570620465208345,
0.831,,0.004609988127921566,
0.834,,0.00464936547338177,
0.834,,0.004688736238091642,
0.834,,0.004728086667042032,
0.834,,0.004767401232434171,
0.834,,0.004806664685792386,
0.834,,0.004845861951678372,
0.837,,0.004884977456865066,
0.837,,0.004923995114223384,
0.837,,0.004963375880464715,
0.845,,0.005003132595317111,
0.845,,0.005042961886375799,
0.845,,0.005083145399084052,
0.845,,0.005123499738112378,
0.845,,0.005164067215587926,
0.849,,0.005204698611630539,
0.849,,0.005245591784820955,
0.849,,0.005286556830145207,
0.849,,0.005327705969145215,
0.849,,0.005368879718623663,
0.849,,0.0054102363435016955,
0.849,,0.005451595480772857,
0.849,,0.005493092570231953,
0.849,,0.005534560338009665,
0.854,,0.0055761445448040655,
0.854,,0.005617670317245682,
0.854,,0.005659279895246393,
0.854,,0.0057008022313352735,
0.854,,0.0057423800026137175,
0.854,,0.005783840529115535,
0.854,,0.005825327450153307,
0.861,,,1
0.862,,0.005866668315316987,
0.863,,0.005908005470727747,
0.864,,0.005949166794325047,
0.865,,0.005990295848497765,
0.865,-0.00419549816,,
0.869,,0.006031219782588968,
0.869,,0.006079097319541557,
0.869,,0.006134114218692802,
0.869,,0.006189634021473696,
0.872,,0.006244794117062139,
0.872,,0.006300092201023604,
0.872,,0.006356464292224804,
0.875,,0.0064127200596986065,
0.875,,0.0064692750047264415,
0.875,,0.006525888196710269,
0.878,,0.006582721114979226,
0.878,,0.006639703177727264,
0.878,,0.006696814087716577,
0.878,,0.006754043344773831,
0.878,,0.006811361455632917,
0.878,,0.006868848720554002,
0.878,,0.006926119149723365,
0.878,,0.006983816833316788,
0.883,,0.007041321535547406,
0.883,,0.0070994733023956955,
0.883,,0.0071578465428443665,
0.886,,0.007216461535246892,
0.886,,0.0072753000511163405,
0.886,,0.007334359979184678,
0.892,,0.007393617330411129,
0.892,,0.007452928406646518,
0.892,,0.007512689664236829,
0.896,,0.007572531859253168,
0.896,,0.0076325093437034875,
0.896,,0.007692442198277454,
0.896,,0.007752661169230955,
0.899,,0.007812846028760456,
0.899,,0.007873173317395439,
