sim time,cam x,gazebo x,raw image received
0.479,,-0.004239211574792759,
0.48,,-0.004285401088912438,
0.481,,-0.004331674299562544,
0.482,,-0.004378119668225459,
0.483,,-0.004424658384742681,
0.484,,-0.0044713793773441006,
0.485,,-0.00451821043707087,
0.486,,-0.004565231787170606,
0.487,,-0.0046123594396028705,
0.488,,-0.004659690499590288,
0.489,,-0.00470714444648634,
0.49,,-0.004754810267816328,
0.491,,-0.004802609548305852,
0.492,,-0.00485063132962453,
0.492,0.00419549816,,
0.498,,-0.0048987970663095775,
0.498,,-0.004947195638747203,
0.498,,-0.004995748941937944,
0.498,,-0.005044546028398641,
0.498,,-0.00509350876618667,
0.498,,-0.005142726191686947,
0.502,,-0.005192120512393917,
0.502,,-0.005241780861073926,
0.502,,-0.005291629525041264,
0.502,,-0.005341755683407369,
0.506,,,1
0.508,,-0.0053920819099577124,
0.508,,-0.0054426974543725064,
0.508,,-0.005493525040660524,
0.508,,-0.005544653992887088,
0.508,,-0.005596007298874932,
0.508,,-0.005647674350455897,
0.508,,-0.005699578333485307,
0.51,,-0.0057518087271183505,
0.511,,-0.005804288977277809,
0.512,,-0.00585710863728799,
0.513,,-0.005910191385887243,
0.514,,-0.005963626870825186,
0.515,,-0.006017339038526177,
0.516,,-0.006071417620088161,
0.517,,-0.006125786822601846,
0.518,,-0.006180536476835722,
0.519,,-0.0062355910718984164,
0.519,,-0.006291040531132951,
0.529,,-0.006346809628880261,
0.529,,-0.006402988392946356,
0.529,,-0.0064595018980219635,
0.529,,-0.0065164402727209405,
0.529,,-0.006573728900313269,
0.529,,-0.006631458018461618,
0.529,,-0.006689553331600864,
0.529,,-0.006748105185074521,
0.529,,-0.006807039615126383,
0.529,,-0.006866447080298307,
0.53,0.00419549816,,
0.537,,-0.006926253960469174,
0.537,,-0.006979517419952351,
0.537,,-0.007025805889867324,
0.537,,-0.007072321189805075,
0.537,,-0.007119369596585007,
0.537,,-0.007166952573395525,
0.537,,-0.007214970256944167,
0.558,,,1
0.558,,-0.0072635532825702604,
0.558,,-0.007312652705679056,
0.558,,-0.007362344198267807,
0.558,,-0.00741253803974703,
0.558,,-0.007463357261577652,
0.558,,-0.007514738085077499,
0.558,,-0.007566715511695244,
0.558,,-0.007619264719189543,
0.558,,-0.007672299552391035,
0.558,,-0.007725953826306624,
0.558,,-0.007779805380092024,
0.558,,-0.007834374299411919,
0.558,,-0.007889016292445787,
0.558,,-0.007943761935319074,
0.558,,-0.007998627672682423,
0.558,,-0.008053552428548494,
0.558,,-0.008108635708498159,
0.558,,-0.00816379914647042,
0.558,,-0.008219002534813502,
0.558,,-0.008274353323084597,
0.558,,-0.008329797568107401,
0.558,,-0.008385407510393824,
0.56,,-0.008441156289014609,
0.561,,-0.008497112830979502,
0.562,,-0.008553217020274378,
0.562,0.00839099632,,
0.567,,-0.00860955740766891,
0.567,,-0.008673085827377589,
0.567,,-0.008744223683701327,
0.567,,-0.008815844785342952,
0.567,,-0.008887703021263543,
0.57,,-0.008959807771440724,
0.57,,-0.009032240963426011,
0.57,,-0.009104936059309027,
0.573,,-0.009177975240680269,
0.573,,-0.009251315916123928,
0.573,,-0.009325030908681045,
0.573,,-0.009399048954230639,
0.575,,-0.009473464716763717,
0.576,,-0.00954822238380704,
0.577,,-0.009623405936763113,
0.577,,-0.00969895521228522,
0.581,,-0.009774953135245991,
0.581,,-0.009851345129718166,
0.581,,-0.009928214281472923,
0.582,,-0.010005503270599686,
0.583,,-0.01008329432045773,
0.587,,-0.010161522110451068,
0.587,,-0.010240282209716829,
0.587,,-0.01031952721803526,
0.587,,-0.010399327373946091,
0.59,,-0.010479623365162538,
0.59,,-0.010560507216256997,
0.59,,-0.010641914647759192,
0.591,,-0.01072393572833947,
0.592,,-0.010806461331312068,
0.593,,-0.010889627890277061,
0.6,,,1
0.602,,-0.010973217769070702,
0.602,,-0.011057499928792866,
0.602,,-0.01114218447173115,
0.602,,-0.01122694405705049,
0.602,,-0.011312045480718116,
0.602,,-0.011397216105074975,
0.602,,-0.011482889976735623,
0.602,,-0.011568604441719069,
0.602,,-0.011654679110813757,
0.603,,-0.011740883197115979,
0.604,,-0.011827507459373896,
0.604,,-0.011914259398448535,
0.604,,-0.012001362570312325,
0.606,0.00839099632,,
0.61,,-0.01208866588201486,
0.61,,-0.012169342829552775,
0.623,,,1
0.624,,-0.012242919556653598,
0.624,,-0.01231644882845714,
0.624,,-0.012390327343030284,
0.624,,-0.0124644228815124,
0.624,,-0.012538838033258294,
0.624,,-0.012613382216987924,
0.624,,-0.012688338615714228,
0.624,,-0.012763507124282876,
0.624,,-0.01283910603426329,
0.624,,-0.012914906139998959,
0.624,,-0.01299120361036683,
0.624,,-0.013067778646287767,
0.624,,-0.01314486939094064,
0.624,,-0.013222254970193421,
0.624,,-0.013300220213570756,
0.624,,-0.01337854125828037,
0.624,,-0.013457464998977089,
0.625,,-0.013536774876898179,
0.626,,-0.013616746087236257,
0.628,,-0.013697107386711727,
0.628,,-0.013777618135857834,
0.63,,-0.013858501245448037,
0.631,,-0.013939499126045574,
0.631,,-0.01402126110152359,
0.632,,-0.014102989096108642,
0.633,,-0.014185287254744373,
0.635,,-0.014267756982731371,
0.636,,-0.014350836499912149,
0.636,0.01258649448,,
0.639,,-0.014434038692085606,
0.639,,-0.014517983913604706,
0.639,,-0.01460215005581872,
0.651,,-0.014686643832828363,
0.652,,-0.014771391591394926,
0.652,,-0.014856251054662048,
0.652,,-0.014941525416797352,
0.652,,-0.015026849167125397,
0.652,,-0.015112637460448122,
0.652,,-0.015198576948248678,
0.652,,-0.01528502356374457,
0.652,,-0.015371586742644609,
0.652,,-0.015458727409551055,
0.652,,-0.015546098532668997,
0.652,,-0.015634061414336622,
0.652,,-0.01572225111504057,
0.656,,-0.01581111435693053,
0.656,,-0.01590029021314775,
0.656,,-0.015989678429653632,
0.656,,-0.01607936938133612,
0.657,,-0.016169005367698115,
0.657,,-0.016259294653351523,
0.657,,-0.016349724626780263,
0.657,,-0.0164405954241627,
0.657,,-0.016531521251892382,
0.657,,-0.016623164930988154,
0.657,,-0.016715024473515628,
0.664,,-0.016807458141327822,
0.664,,,1
0.665,,-0.016900071211622337,
0.665,,-0.01699342155137921,
0.667,,-0.017087060095423993,
0.668,,-0.017181026847369708,
0.669,,-0.01727529064263981,
0.67,,-0.017369554437910426,
0.67,,-0.017464316717103138,
0.671,0.01258649448,,
0.671,,-0.01755937155607886,
0.671,,-0.01764354653623824,
0.671,,-0.01772478490292125,
0.671,,-0.017806410503194554,
0.675,,,1
0.675,,-0.017888194724445094,
0.677,,-0.017970881068225773,
0.678,,-0.018053948125051344,
0.679,,-0.018137141282873845,
0.68,,-0.018220694397169813,
0.681,,-0.018304622253752782,
0.682,,-0.01838886659512722,
0.683,,-0.018473265542364826,
0.684,,-0.018558390462709982,
0.685,,-0.018643626030575424,
0.685,0.01678199264,,
0.685,,-0.018729398738360974,
0.685,,-0.01881541436975208,
0.691,,-0.018902271938863565,
0.691,,-0.018989313991751938,
0.691,,-0.01907635604464073,
0.691,,-0.01916392910015553,
0.693,,-0.01925184454769338,
0.693,,-0.01934013669543118,
0.693,,-0.019428839516171602,
0.693,,-0.019517986083830784,
0.693,,-0.019607444812276192,
0.693,,-0.019697751744762546,
0.701,,-0.019788790922967488,
0.701,,-0.019880114812898402,
0.701,,-0.01997205924690456,
0.701,,-0.0200648897528384,
0.706,,-0.02015830826414086,
0.706,,-0.020251843555465682,
0.706,,-0.02034618694583162,
0.706,,-0.020441349129796057,
0.706,,-0.020537202188002836,
0.71,,-0.020633427818246206,
0.71,,-0.02073056457719101,
0.71,,-0.020828500896469943,
0.71,,-0.020927558799839978,
0.711,,-0.021027529935789498,
0.715,,-0.02112809299744309,
0.715,,-0.0212292428435867,
0.715,,-0.021330653031961806,
0.715,,-0.021433570406754195,
0.715,,-0.02153719459933305,
0.721,,,1
0.721,,-0.0216426372615775,
0.721,,-0.021748079923822414,
0.721,,-0.02185457097499645,
0.721,,-0.021961065384741105,
0.721,,-0.02206755979448646,
0.721,,-0.02217540158108725,
0.722,,-0.022283810841918727,
0.723,,-0.022392820535729076,
0.724,,-0.022503227903078588,
0.725,0.020977490799999998,,
0.727,,-0.022614148583336546,
0.727,,-0.022714354673132934,
0.727,,-0.022811772046490476,
0.727,,-0.022909189419848527,
0.727,,-0.02300807582292027,
0.727,,-0.023107426437670744,
0.734,,-0.023208509744870782,
0.734,,-0.023310020133847673,
0.734,,-0.023411933257873396,
0.735,,-0.023514282867138088,
0.742,,-0.023617111322899457,
0.743,,-0.023719939778661422,
0.743,,-0.02382421954445669,
0.743,,-0.023929005310699625,
0.743,,-0.024034333899438213,
0.743,,-0.024140253107864218,
0.743,,-0.02424617231629113,
0.743,,-0.02435458718129251,
0.743,,-0.02446436321866163,
0.743,,-0.024574407192833284,
0.743,,-0.024684766717140514,
0.75,,-0.024795480561784527,
0.75,,-0.024906194406429046,
0.75,,-0.025018062330251004,
0.75,,-0.025130316829372935,
0.75,,-0.025243004669657152,
0.752,,-0.025356171575353303,
0.752,,-0.025471045845361844,
0.752,,-0.025586457167233536,
0.752,,-0.025701868489106328,
0.753,,-0.02581871574916191,
0.753,,-0.025935954514297282,
0.753,,-0.026054088758200488,
0.753,,-0.026172634729976184,
0.753,,-0.026292664990965567,
0.753,,-0.026412940197955904,
0.753,,-0.02653342751821881,
0.753,,-0.02665440400315666,
0.753,,,1
0.764,,-0.026776009391717467,
0.765,,-0.026898078970823584,
0.765,,-0.027020547187324363,
0.767,,-0.02714361837913501,
0.768,,-0.027267864000694718,
0.769,,-0.02739335745400397,
0.77,,-0.027521204198416034,
0.771,,-0.027648693959742218,
0.772,,-0.027776183721068402,
0.772,,-0.027904063238695473,
0.773,0.020977490799999998,,
0.779,,-0.028031942756323775,
0.779,,-0.02815434492862341,
0.779,,-0.02827046347452282,
0.779,,-0.02838658202042434,
0.779,,-0.02850270056632586,
0.779,,-0.028619301705849264,
0.783,,-0.02873720123831695,
0.783,,-0.028855100770787998,
0.783,,-0.028973729310157598,
0.783,,-0.029093191443039366,
0.783,,-0.029212653575921958,
0.784,,-0.029332945552585615,
0.784,,-0.02945353502672224,
0.784,,-0.029574458399002197,
0.784,,-0.029695608923560442,
0.791,,-0.029819287960053342,
0.791,,-0.02994625766807764,
0.791,,-0.030073120517499673,
0.791,,-0.030199983366921708,
0.798,,-0.03032769107322929,
0.798,,-0.0304553987795392,
0.798,,-0.03058345402612488,
0.798,,-0.030711509272712736,
0.799,,-0.03084110251707171,
0.799,,-0.030973678725876207,
0.799,,-0.031106759491037833,
0.799,,,1
0.803,,-0.03124008165163812,
0.803,,-0.03137368258428841,
0.803,,-0.031510631543662494,
0.803,,-0.03164758050303888,
0.804,,-0.031784697460749446,
0.805,,-0.031922585488047314,
0.806,,-0.0320604735153467,
0.807,,-0.03219960940176528,
0.808,,-0.03233883777896478,
0.808,,-0.03247806615616556,
0.81,,-0.03262279858078089,
0.811,,-0.03276763798392149,
0.812,,-0.03291254721560134,
0.812,0.02517298896,,
0.812,,-0.03305758333524361,
0.812,,-0.03320456911430097,
0.826,,-0.033351783875137604,
0.826,,-0.03349917982689432,
0.826,,-0.03364846801953084,
0.826,,-0.03379775621216903,
0.826,,-0.0339479728368982,
0.826,,-0.034098531907895246,
0.826,,-0.03424909097889373,
0.826,,-0.03440546519823847,
0.826,,-0.034561943535028214,
0.826,,-0.03471843243324561,
0.826,,-0.03487494075261131,
0.826,,-0.0350315320079661,
0.83,,-0.035188248035980176,
0.83,,-0.035347267087390895,
0.83,,-0.03550628613880348,
0.83,,-0.035665786887680094,
0.833,,-0.035825330723710906,
0.833,,-0.035989071985523334,
0.833,,-0.036152757444032464,
0.834,,-0.03632064394396618,
0.834,,-0.036487523318681846,
0.834,,-0.03665440269339751,
0.834,,-0.03682128206811317,
0.838,,-0.036988161442828835,
0.838,,-0.03715656699519916,
0.838,,-0.03732722344097715,
0.838,,-0.0374976030437246,
0.842,,-0.037667982646472045,
0.846,,-0.03783836224921949,
0.846,,-0.038009556137232246,
0.846,,-0.03818075002524768,
0.846,,-0.03835171700576784,
0.846,,,1
0.847,,-0.038522683986290204,
0.848,,-0.0386973561572607,
0.848,0.03356398528,,
0.851,,-0.03887166002791182,
0.851,,-0.039045468414369684,
0.851,,-0.03921927680083212,
0.852,,-0.039393085187294556,
0.852,,-0.03956689357375699,
0.852,,-0.03974070196021943,
0.852,,-0.03991193386230278,
0.858,,-0.04008280522165886,
0.858,,-0.040252394265948004,
0.858,,-0.040421983310239606,
0.863,,-0.04059157235453121,
0.863,,-0.04076771903164123,
0.863,,-0.04094386570875667,
0.863,,-0.0411200123858721,
0.863,,-0.041302634233018595,
0.864,,-0.04148257186887992,
0.867,,-0.04166250950474125,
0.867,,-0.041842447140602576,
0.867,,-0.0420244782843274,
0.868,,-0.04220650942805667,
0.872,,-0.04238854057178594,
0.872,,-0.042575427813191985,
0.872,,-0.04276176906802995,
0.872,,-0.04294753471035225,
0.875,,-0.04313275726640219,
0.875,,-0.04331797982245262,
0.875,,-0.04350876541762384,
0.876,,-0.04370485561082264,
0.879,,-0.043900556319365715,
0.879,,-0.044096257027908786,
0.879,,-0.04429195773645186,
0.88,,-0.04448765844499493,
0.884,,-0.044683359153538,
0.884,,-0.04488420188409467,
0.884,,-0.04508382497980001,
0.884,,-0.04528987973926578,
0.888,,-0.04549344953878275,
0.888,,-0.04569701933829973,
0.888,,-0.0459005891378167,
0.888,,-0.046104158937333675,
0.892,,-0.04630772873685065,
0.892,,-0.04651129853636762,
0.892,,-0.0467148683358846,
0.892,,-0.04691843813540157,
0.893,,-0.047122007934918546,
0.897,,-0.0473316437567858,
0.897,,-0.0475400759755847,
0.897,,-0.047747371404840575,
0.897,,-0.047953571855708865,
0.897,,-0.04815977230657833,
0.901,,-0.04836597275744779,
0.901,,-0.048581915929194947,
0.901,,-0.04880058182753803,
0.901,,-0.04901924772588364,
